in:Index,out:EveningMaxSunhoursLoss,out:EveningTotalSunhoursLoss,out:MaxSunhoursLoss,out:TotalSunhoursLoss,out:Volume,img_1,img_2
2139,5,3693,9,8736,"704,333",{42;39}_SiteColibriView.png,{42;39}_SiteColibriView2.png
2140,11,6475,17,15984,"471,667",{42;40}_SiteColibriView.png,{42;40}_SiteColibriView2.png
2141,7,4853,14,11190,"565,000",{42;41}_SiteColibriView.png,{42;41}_SiteColibriView2.png
2142,6,3530,9,7567,"690,000",{42;42}_SiteColibriView.png,{42;42}_SiteColibriView2.png
2143,7,3905,9,8636,"663,333",{42;43}_SiteColibriView.png,{42;43}_SiteColibriView2.png
2144,8,5182,16,12910,"530,000",{42;44}_SiteColibriView.png,{42;44}_SiteColibriView2.png
2145,8,5341,14,13577,"534,333",{42;45}_SiteColibriView.png,{42;45}_SiteColibriView2.png
2146,8,5437,14,13926,"522,000",{42;46}_SiteColibriView.png,{42;46}_SiteColibriView2.png
2147,6,3817,12,8575,"676,333",{42;47}_SiteColibriView.png,{42;47}_SiteColibriView2.png
2148,6,3973,10,9067,"627,000",{42;48}_SiteColibriView.png,{42;48}_SiteColibriView2.png
2149,8,4641,16,11393,"574,333",{42;49}_SiteColibriView.png,{42;49}_SiteColibriView2.png
2150,9,3267,13,7376,"742,333",{43;0}_SiteColibriView.png,{43;0}_SiteColibriView2.png
2151,11,6209,18,15658,"471,667",{43;1}_SiteColibriView.png,{43;1}_SiteColibriView2.png
2152,5,3456,9,7667,"776,000",{43;2}_SiteColibriView.png,{43;2}_SiteColibriView2.png
2153,5,3693,9,8736,"704,333",{43;3}_SiteColibriView.png,{43;3}_SiteColibriView2.png
2154,5,3456,9,7565,"784,667",{43;4}_SiteColibriView.png,{43;4}_SiteColibriView2.png
2155,12,7394,16,18020,"462,333",{43;5}_SiteColibriView.png,{43;5}_SiteColibriView2.png
2156,12,7373,16,17859,"465,333",{43;6}_SiteColibriView.png,{43;6}_SiteColibriView2.png
2157,11,6827,17,17373,"459,000",{43;7}_SiteColibriView.png,{43;7}_SiteColibriView2.png
2158,11,6962,17,16819,"459,000",{43;8}_SiteColibriView.png,{43;8}_SiteColibriView2.png
2159,8,5921,18,14976,"475,000",{43;9}_SiteColibriView.png,{43;9}_SiteColibriView2.png
2160,9,5880,13,14541,"510,333",{43;10}_SiteColibriView.png,{43;10}_SiteColibriView2.png
2161,5,5118,14,12003,"594,333",{43;11}_SiteColibriView.png,{43;11}_SiteColibriView2.png
2162,9,4650,13,11652,"574,333",{43;12}_SiteColibriView.png,{43;12}_SiteColibriView2.png
2163,7,4452,12,10199,"589,333",{43;13}_SiteColibriView.png,{43;13}_SiteColibriView2.png
2164,11,6264,15,15503,"492,000",{43;14}_SiteColibriView.png,{43;14}_SiteColibriView2.png
2165,6,3804,9,8334,"683,000",{43;15}_SiteColibriView.png,{43;15}_SiteColibriView2.png
2166,6,3973,10,9067,"627,000",{43;16}_SiteColibriView.png,{43;16}_SiteColibriView2.png
2167,11,6475,17,15984,"471,667",{43;17}_SiteColibriView.png,{43;17}_SiteColibriView2.png
2168,8,4398,11,9965,"621,333",{43;18}_SiteColibriView.png,{43;18}_SiteColibriView2.png
2169,6,5313,14,12773,"555,667",{43;19}_SiteColibriView.png,{43;19}_SiteColibriView2.png
2170,5,4102,11,10143,"644,667",{43;20}_SiteColibriView.png,{43;20}_SiteColibriView2.png
2171,8,5809,16,14732,"478,333",{43;21}_SiteColibriView.png,{43;21}_SiteColibriView2.png
2172,7,5094,11,12674,"547,000",{43;22}_SiteColibriView.png,{43;22}_SiteColibriView2.png
2173,5,3456,9,7667,"776,000",{43;23}_SiteColibriView.png,{43;23}_SiteColibriView2.png
2174,5,4149,10,9333,"638,667",{43;24}_SiteColibriView.png,{43;24}_SiteColibriView2.png
2175,6,4765,14,12200,"565,000",{43;25}_SiteColibriView.png,{43;25}_SiteColibriView2.png
2176,8,5545,14,14034,"506,667",{43;26}_SiteColibriView.png,{43;26}_SiteColibriView2.png
2177,9,4685,16,11497,"538,333",{43;27}_SiteColibriView.png,{43;27}_SiteColibriView2.png
2178,9,5180,13,12475,"534,333",{43;28}_SiteColibriView.png,{43;28}_SiteColibriView2.png
2179,9,4292,13,10366,"610,333",{43;29}_SiteColibriView.png,{43;29}_SiteColibriView2.png
2180,5,3412,9,7868,"726,667",{43;30}_SiteColibriView.png,{43;30}_SiteColibriView2.png
2181,7,4452,12,10199,"589,333",{43;31}_SiteColibriView.png,{43;31}_SiteColibriView2.png
2182,8,5616,14,14059,"495,667",{43;32}_SiteColibriView.png,{43;32}_SiteColibriView2.png
2183,8,4760,15,11702,"538,333",{43;33}_SiteColibriView.png,{43;33}_SiteColibriView2.png
2184,11,6550,18,16287,"468,333",{43;34}_SiteColibriView.png,{43;34}_SiteColibriView2.png
2185,5,3513,9,7863,"758,667",{43;35}_SiteColibriView.png,{43;35}_SiteColibriView2.png
2186,6,3530,9,7567,"690,000",{43;36}_SiteColibriView.png,{43;36}_SiteColibriView2.png
2187,6,4153,9,9671,"650,667",{43;37}_SiteColibriView.png,{43;37}_SiteColibriView2.png
2188,11,6209,18,15658,"471,667",{43;38}_SiteColibriView.png,{43;38}_SiteColibriView2.png
2189,7,3905,9,8636,"663,333",{43;39}_SiteColibriView.png,{43;39}_SiteColibriView2.png
2190,7,4504,10,10591,"599,667",{43;40}_SiteColibriView.png,{43;40}_SiteColibriView2.png
2191,6,3817,12,8575,"676,333",{43;41}_SiteColibriView.png,{43;41}_SiteColibriView2.png
2192,8,4558,14,10698,"579,333",{43;42}_SiteColibriView.png,{43;42}_SiteColibriView2.png
2193,11,6649,17,17010,"465,333",{43;43}_SiteColibriView.png,{43;43}_SiteColibriView2.png
2194,9,3516,13,8086,"711,333",{43;44}_SiteColibriView.png,{43;44}_SiteColibriView2.png
2195,7,5388,12,13474,"530,000",{43;45}_SiteColibriView.png,{43;45}_SiteColibriView2.png
2196,8,5553,16,13809,"506,667",{43;46}_SiteColibriView.png,{43;46}_SiteColibriView2.png
2197,8,5182,16,12910,"530,000",{43;47}_SiteColibriView.png,{43;47}_SiteColibriView2.png
2198,7,4726,12,10942,"584,333",{43;48}_SiteColibriView.png,{43;48}_SiteColibriView2.png
2199,8,5809,16,14718,"481,667",{43;49}_SiteColibriView.png,{43;49}_SiteColibriView2.png
2200,9,6194,18,15266,"468,333",{44;0}_SiteColibriView.png,{44;0}_SiteColibriView2.png
2201,12,7394,16,18020,"462,333",{44;1}_SiteColibriView.png,{44;1}_SiteColibriView2.png
2202,5,3412,9,7868,"726,667",{44;2}_SiteColibriView.png,{44;2}_SiteColibriView2.png
2203,11,6827,17,17373,"459,000",{44;3}_SiteColibriView.png,{44;3}_SiteColibriView2.png
2204,9,3267,13,7376,"742,333",{44;4}_SiteColibriView.png,{44;4}_SiteColibriView2.png
2205,5,3693,9,8736,"704,333",{44;5}_SiteColibriView.png,{44;5}_SiteColibriView2.png
2206,5,3456,9,7565,"784,667",{44;6}_SiteColibriView.png,{44;6}_SiteColibriView2.png
2207,9,4685,16,11497,"538,333",{44;7}_SiteColibriView.png,{44;7}_SiteColibriView2.png
2208,11,6958,17,17282,"462,333",{44;8}_SiteColibriView.png,{44;8}_SiteColibriView2.png
2209,11,6475,17,15984,"471,667",{44;9}_SiteColibriView.png,{44;9}_SiteColibriView2.png
2210,8,4760,15,11702,"538,333",{44;10}_SiteColibriView.png,{44;10}_SiteColibriView2.png
2211,9,4322,14,10448,"604,667",{44;11}_SiteColibriView.png,{44;11}_SiteColibriView2.png
2212,6,3973,10,9067,"627,000",{44;12}_SiteColibriView.png,{44;12}_SiteColibriView2.png
2213,12,7373,16,17859,"465,333",{44;13}_SiteColibriView.png,{44;13}_SiteColibriView2.png
2214,11,6827,17,17373,"459,000",{44;14}_SiteColibriView.png,{44;14}_SiteColibriView2.png
2215,7,5094,11,12674,"547,000",{44;15}_SiteColibriView.png,{44;15}_SiteColibriView2.png
2216,11,6264,15,15503,"492,000",{44;16}_SiteColibriView.png,{44;16}_SiteColibriView2.png
2217,8,5921,18,14976,"475,000",{44;17}_SiteColibriView.png,{44;17}_SiteColibriView2.png
2218,9,5880,13,14541,"510,333",{44;18}_SiteColibriView.png,{44;18}_SiteColibriView2.png
2219,7,3975,10,9234,"621,333",{44;19}_SiteColibriView.png,{44;19}_SiteColibriView2.png
2220,7,3905,9,8636,"663,333",{44;20}_SiteColibriView.png,{44;20}_SiteColibriView2.png
2221,7,4344,9,9963,"638,667",{44;21}_SiteColibriView.png,{44;21}_SiteColibriView2.png
2222,5,4102,11,10143,"644,667",{44;22}_SiteColibriView.png,{44;22}_SiteColibriView2.png
2223,11,6962,17,16819,"459,000",{44;23}_SiteColibriView.png,{44;23}_SiteColibriView2.png
2224,8,5809,16,14732,"478,333",{44;24}_SiteColibriView.png,{44;24}_SiteColibriView2.png
2225,8,5545,14,14034,"506,667",{44;25}_SiteColibriView.png,{44;25}_SiteColibriView2.png
2226,6,3951,10,9174,"627,000",{44;26}_SiteColibriView.png,{44;26}_SiteColibriView2.png
2227,6,4765,14,12200,"565,000",{44;27}_SiteColibriView.png,{44;27}_SiteColibriView2.png
2228,8,5809,16,14718,"481,667",{44;28}_SiteColibriView.png,{44;28}_SiteColibriView2.png
2229,8,5809,16,14732,"478,333",{44;29}_SiteColibriView.png,{44;29}_SiteColibriView2.png
2230,8,5182,16,12910,"530,000",{44;30}_SiteColibriView.png,{44;30}_SiteColibriView2.png
2231,8,5146,12,11801,"565,000",{44;31}_SiteColibriView.png,{44;31}_SiteColibriView2.png
2232,7,5388,12,13474,"530,000",{44;32}_SiteColibriView.png,{44;32}_SiteColibriView2.png
2233,9,3516,13,8086,"711,333",{44;33}_SiteColibriView.png,{44;33}_SiteColibriView2.png
2234,6,4153,9,9671,"650,667",{44;34}_SiteColibriView.png,{44;34}_SiteColibriView2.png
2235,9,4656,16,11121,"555,667",{44;35}_SiteColibriView.png,{44;35}_SiteColibriView2.png
2236,11,6649,17,17010,"465,333",{44;36}_SiteColibriView.png,{44;36}_SiteColibriView2.png
2237,5,3513,9,7863,"758,667",{44;37}_SiteColibriView.png,{44;37}_SiteColibriView2.png
2238,6,4765,14,12200,"565,000",{44;38}_SiteColibriView.png,{44;38}_SiteColibriView2.png
2239,8,4466,12,10150,"589,333",{44;39}_SiteColibriView.png,{44;39}_SiteColibriView2.png
2240,7,4451,12,10659,"569,667",{44;40}_SiteColibriView.png,{44;40}_SiteColibriView2.png
2241,8,5656,16,14210,"492,000",{44;41}_SiteColibriView.png,{44;41}_SiteColibriView2.png
2242,6,3530,9,7567,"690,000",{44;42}_SiteColibriView.png,{44;42}_SiteColibriView2.png
2243,6,3804,9,8334,"683,000",{44;43}_SiteColibriView.png,{44;43}_SiteColibriView2.png
2244,9,4292,13,10366,"610,333",{44;44}_SiteColibriView.png,{44;44}_SiteColibriView2.png
2245,8,5553,16,13809,"506,667",{44;45}_SiteColibriView.png,{44;45}_SiteColibriView2.png
2246,6,5313,14,12773,"555,667",{44;46}_SiteColibriView.png,{44;46}_SiteColibriView2.png
2247,8,5616,14,14059,"495,667",{44;47}_SiteColibriView.png,{44;47}_SiteColibriView2.png
2248,5,3456,9,7667,"776,000",{44;48}_SiteColibriView.png,{44;48}_SiteColibriView2.png
2249,5,3412,9,7868,"726,667",{44;49}_SiteColibriView.png,{44;49}_SiteColibriView2.png
2250,5,3513,9,7863,"758,667",{45;0}_SiteColibriView.png,{45;0}_SiteColibriView2.png
2251,9,3267,13,7376,"742,333",{45;1}_SiteColibriView.png,{45;1}_SiteColibriView2.png
2252,12,6856,16,17267,"471,667",{45;2}_SiteColibriView.png,{45;2}_SiteColibriView2.png
2253,5,3412,9,7868,"726,667",{45;3}_SiteColibriView.png,{45;3}_SiteColibriView2.png
2254,12,7394,16,18020,"462,333",{45;4}_SiteColibriView.png,{45;4}_SiteColibriView2.png
2255,9,6194,18,15266,"468,333",{45;5}_SiteColibriView.png,{45;5}_SiteColibriView2.png
2256,11,6827,17,17373,"459,000",{45;6}_SiteColibriView.png,{45;6}_SiteColibriView2.png
2257,5,3456,9,7565,"784,667",{45;7}_SiteColibriView.png,{45;7}_SiteColibriView2.png
2258,11,6649,17,17010,"465,333",{45;8}_SiteColibriView.png,{45;8}_SiteColibriView2.png
2259,9,4322,14,10448,"604,667",{45;9}_SiteColibriView.png,{45;9}_SiteColibriView2.png
2260,6,3973,10,9067,"627,000",{45;10}_SiteColibriView.png,{45;10}_SiteColibriView2.png
2261,7,5094,11,12674,"547,000",{45;11}_SiteColibriView.png,{45;11}_SiteColibriView2.png
2262,12,7373,16,17859,"465,333",{45;12}_SiteColibriView.png,{45;12}_SiteColibriView2.png
2263,11,6827,17,17373,"459,000",{45;13}_SiteColibriView.png,{45;13}_SiteColibriView2.png
2264,5,3693,9,8736,"704,333",{45;14}_SiteColibriView.png,{45;14}_SiteColibriView2.png
2265,7,3905,9,8636,"663,333",{45;15}_SiteColibriView.png,{45;15}_SiteColibriView2.png
2266,6,4153,9,9671,"650,667",{45;16}_SiteColibriView.png,{45;16}_SiteColibriView2.png
2267,11,6264,15,15503,"492,000",{45;17}_SiteColibriView.png,{45;17}_SiteColibriView2.png
2268,8,5921,18,14976,"475,000",{45;18}_SiteColibriView.png,{45;18}_SiteColibriView2.png
2269,8,5616,14,14059,"495,667",{45;19}_SiteColibriView.png,{45;19}_SiteColibriView2.png
2270,11,6475,17,15984,"471,667",{45;20}_SiteColibriView.png,{45;20}_SiteColibriView2.png
2271,5,4102,11,10143,"644,667",{45;21}_SiteColibriView.png,{45;21}_SiteColibriView2.png
2272,9,5880,13,14541,"510,333",{45;22}_SiteColibriView.png,{45;22}_SiteColibriView2.png
2273,7,3975,10,9234,"621,333",{45;23}_SiteColibriView.png,{45;23}_SiteColibriView2.png
2274,9,4292,13,10366,"610,333",{45;24}_SiteColibriView.png,{45;24}_SiteColibriView2.png
2275,8,4466,12,10150,"589,333",{45;25}_SiteColibriView.png,{45;25}_SiteColibriView2.png
2276,6,4539,14,11440,"574,333",{45;26}_SiteColibriView.png,{45;26}_SiteColibriView2.png
2277,11,6962,17,16819,"459,000",{45;27}_SiteColibriView.png,{45;27}_SiteColibriView2.png
2278,8,4760,15,11702,"538,333",{45;28}_SiteColibriView.png,{45;28}_SiteColibriView2.png
2279,6,3804,9,8334,"683,000",{45;29}_SiteColibriView.png,{45;29}_SiteColibriView2.png
2280,6,5316,14,13045,"538,333",{45;30}_SiteColibriView.png,{45;30}_SiteColibriView2.png
2281,8,5809,16,14718,"481,667",{45;31}_SiteColibriView.png,{45;31}_SiteColibriView2.png
2282,8,4762,12,11548,"560,333",{45;32}_SiteColibriView.png,{45;32}_SiteColibriView2.png
2283,8,5809,16,14732,"478,333",{45;33}_SiteColibriView.png,{45;33}_SiteColibriView2.png
2284,6,4765,14,12200,"565,000",{45;34}_SiteColibriView.png,{45;34}_SiteColibriView2.png
2285,7,5388,12,13474,"530,000",{45;35}_SiteColibriView.png,{45;35}_SiteColibriView2.png
2286,8,5251,16,13163,"518,000",{45;36}_SiteColibriView.png,{45;36}_SiteColibriView2.png
2287,8,5656,16,14210,"492,000",{45;37}_SiteColibriView.png,{45;37}_SiteColibriView2.png
2288,9,4656,16,11121,"555,667",{45;38}_SiteColibriView.png,{45;38}_SiteColibriView2.png
2289,5,3456,9,7667,"776,000",{45;39}_SiteColibriView.png,{45;39}_SiteColibriView2.png
2290,6,3530,9,7567,"690,000",{45;40}_SiteColibriView.png,{45;40}_SiteColibriView2.png
2291,6,3973,10,9067,"627,000",{45;41}_SiteColibriView.png,{45;41}_SiteColibriView2.png
2292,9,3516,13,8086,"711,333",{45;42}_SiteColibriView.png,{45;42}_SiteColibriView2.png
2293,5,3412,9,7868,"726,667",{45;43}_SiteColibriView.png,{45;43}_SiteColibriView2.png
2294,9,3267,13,7376,"742,333",{45;44}_SiteColibriView.png,{45;44}_SiteColibriView2.png
2295,8,4448,12,9988,"594,333",{45;45}_SiteColibriView.png,{45;45}_SiteColibriView2.png
2296,7,5522,14,13893,"503,000",{45;46}_SiteColibriView.png,{45;46}_SiteColibriView2.png
2297,9,4364,14,10480,"579,333",{45;47}_SiteColibriView.png,{45;47}_SiteColibriView2.png
2298,6,4226,9,9785,"621,333",{45;48}_SiteColibriView.png,{45;48}_SiteColibriView2.png
2299,9,4553,13,10659,"565,000",{45;49}_SiteColibriView.png,{45;49}_SiteColibriView2.png
2300,5,3693,9,8736,"704,333",{46;0}_SiteColibriView.png,{46;0}_SiteColibriView2.png
2301,11,6827,17,17373,"459,000",{46;1}_SiteColibriView.png,{46;1}_SiteColibriView2.png
2302,11,6962,17,16819,"459,000",{46;2}_SiteColibriView.png,{46;2}_SiteColibriView2.png
2303,9,3267,13,7376,"742,333",{46;3}_SiteColibriView.png,{46;3}_SiteColibriView2.png
2304,9,3267,13,7376,"742,333",{46;4}_SiteColibriView.png,{46;4}_SiteColibriView2.png
2305,5,3456,9,7565,"784,667",{46;5}_SiteColibriView.png,{46;5}_SiteColibriView2.png
2306,9,6194,18,15266,"468,333",{46;6}_SiteColibriView.png,{46;6}_SiteColibriView2.png
2307,12,6626,16,16990,"462,333",{46;7}_SiteColibriView.png,{46;7}_SiteColibriView2.png
2308,11,6258,15,15730,"485,000",{46;8}_SiteColibriView.png,{46;8}_SiteColibriView2.png
2309,9,4656,16,11121,"555,667",{46;9}_SiteColibriView.png,{46;9}_SiteColibriView2.png
2310,8,4448,12,9988,"594,333",{46;10}_SiteColibriView.png,{46;10}_SiteColibriView2.png
2311,7,4454,10,10202,"615,667",{46;11}_SiteColibriView.png,{46;11}_SiteColibriView2.png
2312,5,3513,9,7863,"758,667",{46;12}_SiteColibriView.png,{46;12}_SiteColibriView2.png
2313,6,4153,9,9671,"650,667",{46;13}_SiteColibriView.png,{46;13}_SiteColibriView2.png
2314,9,5880,13,14541,"510,333",{46;14}_SiteColibriView.png,{46;14}_SiteColibriView2.png
2315,11,6475,17,15984,"471,667",{46;15}_SiteColibriView.png,{46;15}_SiteColibriView2.png
2316,7,5094,11,12674,"547,000",{46;16}_SiteColibriView.png,{46;16}_SiteColibriView2.png
2317,11,6649,17,17010,"465,333",{46;17}_SiteColibriView.png,{46;17}_SiteColibriView2.png
2318,9,4955,14,12140,"551,333",{46;18}_SiteColibriView.png,{46;18}_SiteColibriView2.png
2319,7,5522,14,13893,"503,000",{46;19}_SiteColibriView.png,{46;19}_SiteColibriView2.png
2320,9,3516,13,8086,"711,333",{46;20}_SiteColibriView.png,{46;20}_SiteColibriView2.png
2321,8,5251,16,13163,"518,000",{46;21}_SiteColibriView.png,{46;21}_SiteColibriView2.png
2322,7,3975,10,9234,"621,333",{46;22}_SiteColibriView.png,{46;22}_SiteColibriView2.png
2323,8,4760,15,11702,"538,333",{46;23}_SiteColibriView.png,{46;23}_SiteColibriView2.png
2324,6,3973,10,9067,"627,000",{46;24}_SiteColibriView.png,{46;24}_SiteColibriView2.png
2325,5,3412,9,7868,"726,667",{46;25}_SiteColibriView.png,{46;25}_SiteColibriView2.png
2326,8,5272,18,13439,"506,667",{46;26}_SiteColibriView.png,{46;26}_SiteColibriView2.png
2327,8,4674,12,11473,"569,667",{46;27}_SiteColibriView.png,{46;27}_SiteColibriView2.png
2328,11,6962,17,16819,"459,000",{46;28}_SiteColibriView.png,{46;28}_SiteColibriView2.png
2329,9,4553,13,10659,"565,000",{46;29}_SiteColibriView.png,{46;29}_SiteColibriView2.png
2330,7,5176,11,13106,"538,333",{46;30}_SiteColibriView.png,{46;30}_SiteColibriView2.png
2331,8,5809,16,14732,"478,333",{46;31}_SiteColibriView.png,{46;31}_SiteColibriView2.png
2332,8,5921,18,14976,"475,000",{46;32}_SiteColibriView.png,{46;32}_SiteColibriView2.png
2333,11,6414,16,16526,"471,667",{46;33}_SiteColibriView.png,{46;33}_SiteColibriView2.png
2334,6,5316,14,13045,"538,333",{46;34}_SiteColibriView.png,{46;34}_SiteColibriView2.png
2335,5,4102,11,10143,"644,667",{46;35}_SiteColibriView.png,{46;35}_SiteColibriView2.png
2336,5,3456,9,7667,"776,000",{46;36}_SiteColibriView.png,{46;36}_SiteColibriView2.png
2337,6,3804,9,8334,"683,000",{46;37}_SiteColibriView.png,{46;37}_SiteColibriView2.png
2338,6,3530,9,7567,"690,000",{46;38}_SiteColibriView.png,{46;38}_SiteColibriView2.png
2339,9,3797,13,8846,"676,333",{46;39}_SiteColibriView.png,{46;39}_SiteColibriView2.png
2340,8,5651,14,13697,"522,000",{46;40}_SiteColibriView.png,{46;40}_SiteColibriView2.png
2341,8,4825,14,12227,"551,333",{46;41}_SiteColibriView.png,{46;41}_SiteColibriView2.png
2342,8,5616,14,14073,"492,000",{46;42}_SiteColibriView.png,{46;42}_SiteColibriView2.png
2343,7,3905,9,8636,"663,333",{46;43}_SiteColibriView.png,{46;43}_SiteColibriView2.png
2344,5,3412,9,7868,"726,667",{46;44}_SiteColibriView.png,{46;44}_SiteColibriView2.png
2345,11,6827,17,17373,"459,000",{46;45}_SiteColibriView.png,{46;45}_SiteColibriView2.png
2346,7,3896,9,9230,"657,000",{46;46}_SiteColibriView.png,{46;46}_SiteColibriView2.png
2347,9,4364,14,10480,"579,333",{46;47}_SiteColibriView.png,{46;47}_SiteColibriView2.png
2348,9,4615,16,10785,"560,333",{46;48}_SiteColibriView.png,{46;48}_SiteColibriView2.png
2349,7,5388,12,13474,"530,000",{46;49}_SiteColibriView.png,{46;49}_SiteColibriView2.png
2350,11,6962,17,16819,"459,000",{47;0}_SiteColibriView.png,{47;0}_SiteColibriView2.png
2351,5,3456,9,7565,"784,667",{47;1}_SiteColibriView.png,{47;1}_SiteColibriView2.png
2352,8,5921,18,14976,"475,000",{47;2}_SiteColibriView.png,{47;2}_SiteColibriView2.png
2353,4,3400,7,7585,"711,333",{47;3}_SiteColibriView.png,{47;3}_SiteColibriView2.png
2354,9,3267,13,7376,"742,333",{47;4}_SiteColibriView.png,{47;4}_SiteColibriView2.png
2355,11,6827,17,17373,"459,000",{47;5}_SiteColibriView.png,{47;5}_SiteColibriView2.png
2356,12,6626,16,16990,"462,333",{47;6}_SiteColibriView.png,{47;6}_SiteColibriView2.png
2357,9,3267,13,7376,"742,333",{47;7}_SiteColibriView.png,{47;7}_SiteColibriView2.png
2358,11,6962,17,16819,"459,000",{47;8}_SiteColibriView.png,{47;8}_SiteColibriView2.png
2359,9,4955,14,12140,"551,333",{47;9}_SiteColibriView.png,{47;9}_SiteColibriView2.png
2360,7,5388,12,13474,"530,000",{47;10}_SiteColibriView.png,{47;10}_SiteColibriView2.png
2361,11,6962,17,16819,"459,000",{47;11}_SiteColibriView.png,{47;11}_SiteColibriView2.png
2362,11,6258,15,15730,"485,000",{47;12}_SiteColibriView.png,{47;12}_SiteColibriView2.png
2363,7,3905,9,8636,"663,333",{47;13}_SiteColibriView.png,{47;13}_SiteColibriView2.png
2364,5,4008,9,9593,"663,333",{47;14}_SiteColibriView.png,{47;14}_SiteColibriView2.png
2365,6,4137,9,10323,"638,667",{47;15}_SiteColibriView.png,{47;15}_SiteColibriView2.png
2366,11,6467,16,16230,"475,000",{47;16}_SiteColibriView.png,{47;16}_SiteColibriView2.png
2367,8,4825,14,12227,"551,333",{47;17}_SiteColibriView.png,{47;17}_SiteColibriView2.png
2368,8,5809,16,14732,"478,333",{47;18}_SiteColibriView.png,{47;18}_SiteColibriView2.png
2369,6,4153,9,9671,"650,667",{47;19}_SiteColibriView.png,{47;19}_SiteColibriView2.png
2370,7,5094,11,12674,"547,000",{47;20}_SiteColibriView.png,{47;20}_SiteColibriView2.png
2371,8,4456,16,10242,"574,333",{47;21}_SiteColibriView.png,{47;21}_SiteColibriView2.png
2372,9,4615,16,10785,"560,333",{47;22}_SiteColibriView.png,{47;22}_SiteColibriView2.png
2373,9,4553,13,10659,"565,000",{47;23}_SiteColibriView.png,{47;23}_SiteColibriView2.png
2374,8,4760,15,11702,"538,333",{47;24}_SiteColibriView.png,{47;24}_SiteColibriView2.png
2375,9,6194,18,15266,"468,333",{47;25}_SiteColibriView.png,{47;25}_SiteColibriView2.png
2376,9,4376,13,10015,"599,667",{47;26}_SiteColibriView.png,{47;26}_SiteColibriView2.png
2377,7,3975,10,9234,"621,333",{47;27}_SiteColibriView.png,{47;27}_SiteColibriView2.png
2378,8,5272,18,13439,"506,667",{47;28}_SiteColibriView.png,{47;28}_SiteColibriView2.png
2379,6,3804,9,8334,"683,000",{47;29}_SiteColibriView.png,{47;29}_SiteColibriView2.png
2380,5,3693,9,8736,"704,333",{47;30}_SiteColibriView.png,{47;30}_SiteColibriView2.png
2381,8,5616,14,14073,"492,000",{47;31}_SiteColibriView.png,{47;31}_SiteColibriView2.png
2382,9,4696,13,10591,"569,667",{47;32}_SiteColibriView.png,{47;32}_SiteColibriView2.png
2383,7,5176,11,13106,"538,333",{47;33}_SiteColibriView.png,{47;33}_SiteColibriView2.png
2384,7,5522,14,13893,"503,000",{47;34}_SiteColibriView.png,{47;34}_SiteColibriView2.png
2385,6,3530,9,7567,"690,000",{47;35}_SiteColibriView.png,{47;35}_SiteColibriView2.png
2386,7,4005,11,8782,"657,000",{47;36}_SiteColibriView.png,{47;36}_SiteColibriView2.png
2387,8,4420,12,10209,"579,333",{47;37}_SiteColibriView.png,{47;37}_SiteColibriView2.png
2388,11,6414,16,16526,"471,667",{47;38}_SiteColibriView.png,{47;38}_SiteColibriView2.png
2389,7,4223,9,9172,"627,000",{47;39}_SiteColibriView.png,{47;39}_SiteColibriView2.png
2390,7,4454,10,10202,"615,667",{47;40}_SiteColibriView.png,{47;40}_SiteColibriView2.png
2391,9,3797,13,8846,"676,333",{47;41}_SiteColibriView.png,{47;41}_SiteColibriView2.png
2392,8,5651,14,13697,"522,000",{47;42}_SiteColibriView.png,{47;42}_SiteColibriView2.png
2393,9,5795,13,14319,"526,000",{47;43}_SiteColibriView.png,{47;43}_SiteColibriView2.png
2394,5,4261,10,11072,"604,667",{47;44}_SiteColibriView.png,{47;44}_SiteColibriView2.png
2395,11,6649,17,17010,"465,333",{47;45}_SiteColibriView.png,{47;45}_SiteColibriView2.png
2396,9,5953,18,14683,"478,333",{47;46}_SiteColibriView.png,{47;46}_SiteColibriView2.png
2397,9,3267,13,7376,"742,333",{47;47}_SiteColibriView.png,{47;47}_SiteColibriView2.png
2398,8,5251,16,13163,"518,000",{47;48}_SiteColibriView.png,{47;48}_SiteColibriView2.png
2399,8,4448,12,9988,"594,333",{47;49}_SiteColibriView.png,{47;49}_SiteColibriView2.png
2400,12,6626,16,16990,"462,333",{48;0}_SiteColibriView.png,{48;0}_SiteColibriView2.png
2401,11,6827,17,17373,"459,000",{48;1}_SiteColibriView.png,{48;1}_SiteColibriView2.png
2402,5,3190,9,7463,"750,333",{48;2}_SiteColibriView.png,{48;2}_SiteColibriView2.png
2403,11,6962,17,16819,"459,000",{48;3}_SiteColibriView.png,{48;3}_SiteColibriView2.png
2404,11,6389,18,16047,"459,000",{48;4}_SiteColibriView.png,{48;4}_SiteColibriView2.png
2405,11,6962,17,16819,"459,000",{48;5}_SiteColibriView.png,{48;5}_SiteColibriView2.png
2406,4,3355,7,7365,"719,000",{48;6}_SiteColibriView.png,{48;6}_SiteColibriView2.png
2407,4,3400,7,7585,"711,333",{48;7}_SiteColibriView.png,{48;7}_SiteColibriView2.png
2408,9,4615,16,10785,"560,333",{48;8}_SiteColibriView.png,{48;8}_SiteColibriView2.png
2409,7,3975,10,9234,"621,333",{48;9}_SiteColibriView.png,{48;9}_SiteColibriView2.png
2410,6,3804,9,8334,"683,000",{48;10}_SiteColibriView.png,{48;10}_SiteColibriView2.png
