in:Index,out:Result,out:EveningAverageSunhoursLoss,out:MaxSunhoursLoss,out:AverageSunhoursLoss,out:Volume,img
0,2.75,0.224342,18,0.504614,186950.831931,{0;0}_OptimizationIsoViewSW.png
1,2.25,0.153922,16,0.398689,161030.595813,{0;1}_OptimizationIsoViewSW.png
2,2.75,0.207405,16,0.53528,180472.838838,{0;2}_OptimizationIsoViewSW.png
3,2.5,0.202819,15,0.478506,183755.972069,{0;3}_OptimizationIsoViewSW.png
4,2.75,0.175473,16,0.41858,167504.187605,{0;4}_OptimizationIsoViewSW.png
5,2.75,0.167567,14,0.405582,164284.540825,{0;5}_OptimizationIsoViewSW.png
6,2.75,0.186023,15,0.48416,175623.463295,{0;6}_OptimizationIsoViewSW.png
7,2.75,0.202256,16,0.469981,191791.331032,{0;7}_OptimizationIsoViewSW.png
8,2.75,0.183378,18,0.459093,186950.831931,{0;8}_OptimizationIsoViewSW.png
9,2.75,0.243782,18,0.597963,193461.017605,{0;9}_OptimizationIsoViewSW.png
10,2.75,0.180481,16,0.432591,182049.881668,{0;10}_OptimizationIsoViewSW.png
11,2.75,0.203916,16,0.501294,186950.831931,{0;11}_OptimizationIsoViewSW.png
12,3,0.201609,16,0.521916,178826.895565,{0;12}_OptimizationIsoViewSW.png
13,3,0.206364,18,0.50889,217722.62138,{0;13}_OptimizationIsoViewSW.png
14,2.75,0.148379,16,0.369345,182049.881668,{0;14}_OptimizationIsoViewSW.png
15,2.75,0.16813,16,0.430874,178826.895565,{0;15}_OptimizationIsoViewSW.png
16,2.75,0.217843,20,0.540991,191791.331032,{0;16}_OptimizationIsoViewSW.png
17,2.75,0.201947,18,0.516149,203128.173878,{0;17}_OptimizationIsoViewSW.png
18,3,0.181887,15,0.450934,167504.187605,{0;18}_OptimizationIsoViewSW.png
19,2.75,0.167876,14,0.395116,175623.463295,{0;19}_OptimizationIsoViewSW.png
20,2.5,0.190581,16,0.445532,182049.881668,{0;20}_OptimizationIsoViewSW.png
21,3,0.179552,16,0.425895,173973.556019,{0;21}_OptimizationIsoViewSW.png
22,2.25,0.192381,20,0.532354,186950.831931,{0;22}_OptimizationIsoViewSW.png
23,2.25,0.195729,18,0.446939,177210.703526,{0;23}_OptimizationIsoViewSW.png
24,2.75,0.197839,18,0.480475,196656.833825,{0;24}_OptimizationIsoViewSW.png
25,2.75,0.233091,18,0.58564,201531.640468,{0;25}_OptimizationIsoViewSW.png
26,2.75,0.210078,18,0.476649,169118.89058,{0;26}_OptimizationIsoViewSW.png
27,2.25,0.20853,17,0.49668,175623.463295,{0;27}_OptimizationIsoViewSW.png
28,2.75,0.212216,17,0.524252,185288.123031,{0;28}_OptimizationIsoViewSW.png
29,2.75,0.174685,17,0.46064,186950.831931,{0;29}_OptimizationIsoViewSW.png
30,3,0.209037,16,0.530751,182049.881668,{0;30}_OptimizationIsoViewSW.png
31,2.75,0.20521,17,0.549066,193461.017605,{0;31}_OptimizationIsoViewSW.png
32,2.75,0.188217,16,0.438442,191791.331032,{0;32}_OptimizationIsoViewSW.png
33,2.75,0.122243,15,0.284943,148082.333778,{0;33}_OptimizationIsoViewSW.png
34,2.75,0.184307,16,0.433885,195045.835771,{0;34}_OptimizationIsoViewSW.png
35,2.75,0.165598,16,0.409014,183755.972069,{0;35}_OptimizationIsoViewSW.png
36,2.75,0.215901,19,0.510241,198294.665873,{0;36}_OptimizationIsoViewSW.png
37,2.75,0.242038,15,0.567775,185288.123031,{0;37}_OptimizationIsoViewSW.png
38,2.75,0.199133,18,0.520172,211237.853823,{0;38}_OptimizationIsoViewSW.png
39,2.75,0.232472,18,0.552583,198294.665873,{0;39}_OptimizationIsoViewSW.png
40,2.75,0.145341,15,0.371314,170765.027322,{0;40}_OptimizationIsoViewSW.png
41,3,0.179721,16,0.434222,178826.895565,{0;41}_OptimizationIsoViewSW.png
42,2.75,0.179974,16,0.423982,164284.540825,{0;42}_OptimizationIsoViewSW.png
43,2.75,0.189005,15,0.472654,177210.703526,{0;43}_OptimizationIsoViewSW.png
44,3,0.21109,16,0.487115,191791.331032,{0;44}_OptimizationIsoViewSW.png
45,2.75,0.224932,18,0.550473,191791.331032,{0;45}_OptimizationIsoViewSW.png
46,2.25,0.169199,18,0.426457,173973.556019,{0;46}_OptimizationIsoViewSW.png
47,2.75,0.211878,17,0.514686,198294.665873,{0;47}_OptimizationIsoViewSW.png
48,2.75,0.213454,16,0.514939,191791.331032,{0;48}_OptimizationIsoViewSW.png
49,2.75,0.221331,19,0.538291,206398.348813,{0;49}_OptimizationIsoViewSW.png
50,2.5,0.202819,15,0.478506,183755.972069,{1;0}_OptimizationIsoViewSW.png
51,3,0.206364,18,0.50889,217722.62138,{1;1}_OptimizationIsoViewSW.png
52,2.75,0.148379,16,0.369345,182049.881668,{1;2}_OptimizationIsoViewSW.png
53,2.75,0.167876,14,0.395116,175623.463295,{1;3}_OptimizationIsoViewSW.png
54,2.25,0.192381,20,0.532354,186950.831931,{1;4}_OptimizationIsoViewSW.png
55,2.75,0.122243,15,0.284943,148082.333778,{1;5}_OptimizationIsoViewSW.png
56,2.75,0.184307,16,0.433885,195045.835771,{1;6}_OptimizationIsoViewSW.png
57,2.75,0.199133,18,0.520172,211237.853823,{1;7}_OptimizationIsoViewSW.png
58,2.75,0.145341,15,0.371314,170765.027322,{1;8}_OptimizationIsoViewSW.png
59,2.25,0.197867,15,0.491813,185288.123031,{1;9}_OptimizationIsoViewSW.png
60,2.75,0.185545,15,0.461259,190150.218673,{1;10}_OptimizationIsoViewSW.png
61,2.75,0.172941,16,0.435573,188536.953243,{1;11}_OptimizationIsoViewSW.png
62,3,0.204282,18,0.509144,214500.2145,{1;12}_OptimizationIsoViewSW.png
63,2.25,0.164585,15,0.36611,180472.838838,{1;13}_OptimizationIsoViewSW.png
64,2,0.182984,14,0.46396,170765.027322,{1;14}_OptimizationIsoViewSW.png
65,2.5,0.143175,14,0.359357,169118.89058,{1;15}_OptimizationIsoViewSW.png
66,2.5,0.189202,16,0.422322,191791.331032,{1;16}_OptimizationIsoViewSW.png
67,2.75,0.196855,16,0.508609,206398.348813,{1;17}_OptimizationIsoViewSW.png
68,3,0.212582,18,0.540176,220896.841175,{1;18}_OptimizationIsoViewSW.png
69,2.75,0.197474,18,0.479406,203128.173878,{1;19}_OptimizationIsoViewSW.png
70,2.25,0.138926,16,0.335528,177210.703526,{1;20}_OptimizationIsoViewSW.png
71,2.25,0.192381,20,0.532354,186950.831931,{1;21}_OptimizationIsoViewSW.png
72,2.25,0.224876,20,0.575034,198294.665873,{1;22}_OptimizationIsoViewSW.png
73,2.75,0.15938,16,0.395144,186950.831931,{1;23}_OptimizationIsoViewSW.png
74,2.75,0.188217,16,0.438442,191791.331032,{1;24}_OptimizationIsoViewSW.png
75,2.75,0.184785,16,0.448937,190150.218673,{1;25}_OptimizationIsoViewSW.png
76,2.75,0.232191,20,0.605784,211237.853823,{1;26}_OptimizationIsoViewSW.png
77,2.75,0.242038,15,0.567775,185288.123031,{1;27}_OptimizationIsoViewSW.png
78,2.75,0.166385,15,0.401924,177210.703526,{1;28}_OptimizationIsoViewSW.png
79,2.75,0.167567,14,0.405582,164284.540825,{1;29}_OptimizationIsoViewSW.png
80,2.5,0.190581,16,0.445532,182049.881668,{1;30}_OptimizationIsoViewSW.png
81,2.75,0.20521,17,0.549066,193461.017605,{1;31}_OptimizationIsoViewSW.png
82,2.75,0.211878,17,0.514686,198294.665873,{1;32}_OptimizationIsoViewSW.png
83,2.75,0.221331,19,0.538291,206398.348813,{1;33}_OptimizationIsoViewSW.png
84,2.75,0.20521,17,0.549066,193461.017605,{1;34}_OptimizationIsoViewSW.png
85,2.75,0.236608,17,0.54901,199960.007998,{1;35}_OptimizationIsoViewSW.png
86,2.75,0.227465,16,0.549375,206398.348813,{1;36}_OptimizationIsoViewSW.png
87,2.75,0.201947,18,0.516149,203128.173878,{1;37}_OptimizationIsoViewSW.png
88,2.75,0.197839,18,0.480475,196656.833825,{1;38}_OptimizationIsoViewSW.png
89,2.75,0.213369,18,0.480025,198294.665873,{1;39}_OptimizationIsoViewSW.png
90,2.25,0.153922,16,0.398689,161030.595813,{1;40}_OptimizationIsoViewSW.png
91,2.25,0.195729,18,0.446939,177210.703526,{1;41}_OptimizationIsoViewSW.png
92,2.25,0.20853,17,0.49668,175623.463295,{1;42}_OptimizationIsoViewSW.png
93,2.25,0.169199,18,0.426457,173973.556019,{1;43}_OptimizationIsoViewSW.png
94,2.25,0.157607,20,0.396579,177210.703526,{1;44}_OptimizationIsoViewSW.png
95,2.75,0.183378,18,0.459093,186950.831931,{1;45}_OptimizationIsoViewSW.png
96,2.75,0.174685,17,0.46064,186950.831931,{1;46}_OptimizationIsoViewSW.png
97,2.75,0.165598,16,0.409014,183755.972069,{1;47}_OptimizationIsoViewSW.png
98,2.75,0.175163,16,0.418805,185288.123031,{1;48}_OptimizationIsoViewSW.png
99,2.75,0.165204,16,0.397479,177210.703526,{1;49}_OptimizationIsoViewSW.png
100,3,0.206364,18,0.50889,217722.62138,{2;0}_OptimizationIsoViewSW.png
101,2.75,0.148379,16,0.369345,182049.881668,{2;1}_OptimizationIsoViewSW.png
102,2.75,0.122243,15,0.284943,148082.333778,{2;2}_OptimizationIsoViewSW.png
103,2.75,0.184307,16,0.433885,195045.835771,{2;3}_OptimizationIsoViewSW.png
104,2.75,0.145341,15,0.371314,170765.027322,{2;4}_OptimizationIsoViewSW.png
105,2.75,0.185545,15,0.461259,190150.218673,{2;5}_OptimizationIsoViewSW.png
106,2.75,0.172941,16,0.435573,188536.953243,{2;6}_OptimizationIsoViewSW.png
107,2.25,0.164585,15,0.36611,180472.838838,{2;7}_OptimizationIsoViewSW.png
108,2,0.182984,14,0.46396,170765.027322,{2;8}_OptimizationIsoViewSW.png
109,2.5,0.143175,14,0.359357,169118.89058,{2;9}_OptimizationIsoViewSW.png
110,2.5,0.189202,16,0.422322,191791.331032,{2;10}_OptimizationIsoViewSW.png
111,2.75,0.196855,16,0.508609,206398.348813,{2;11}_OptimizationIsoViewSW.png
112,3,0.212582,18,0.540176,220896.841175,{2;12}_OptimizationIsoViewSW.png
113,2.25,0.138926,16,0.335528,177210.703526,{2;13}_OptimizationIsoViewSW.png
114,2.75,0.15938,16,0.395144,186950.831931,{2;14}_OptimizationIsoViewSW.png
115,2.25,0.184138,16,0.479828,185288.123031,{2;15}_OptimizationIsoViewSW.png
116,2.75,0.184307,16,0.433885,195045.835771,{2;16}_OptimizationIsoViewSW.png
117,2.25,0.172519,18,0.45507,186950.831931,{2;17}_OptimizationIsoViewSW.png
118,2.75,0.138392,16,0.351367,178826.895565,{2;18}_OptimizationIsoViewSW.png
119,2.25,0.161771,17,0.420605,178826.895565,{2;19}_OptimizationIsoViewSW.png
120,2,0.188414,15,0.4504,201531.640468,{2;20}_OptimizationIsoViewSW.png
121,2.75,0.183463,18,0.462357,204750.20475,{2;21}_OptimizationIsoViewSW.png
122,2.25,0.166807,14,0.373228,175623.463295,{2;22}_OptimizationIsoViewSW.png
123,2.75,0.19511,17,0.468433,207943.439384,{2;23}_OptimizationIsoViewSW.png
124,2.5,0.188077,20,0.461738,193461.017605,{2;24}_OptimizationIsoViewSW.png
125,2.75,0.179833,20,0.475186,201531.640468,{2;25}_OptimizationIsoViewSW.png
126,2.75,0.198908,18,0.501829,216169.47687,{2;26}_OptimizationIsoViewSW.png
127,3,0.206702,18,0.512013,219298.245614,{2;27}_OptimizationIsoViewSW.png
128,2.25,0.226986,16,0.540372,204750.20475,{2;28}_OptimizationIsoViewSW.png
129,2.75,0.174291,18,0.42567,188536.953243,{2;29}_OptimizationIsoViewSW.png
130,2.75,0.134959,15,0.303089,162680.982593,{2;30}_OptimizationIsoViewSW.png
131,2.25,0.153922,16,0.398689,161030.595813,{2;31}_OptimizationIsoViewSW.png
132,2.75,0.167567,14,0.405582,164284.540825,{2;32}_OptimizationIsoViewSW.png
133,2.25,0.151953,18,0.389517,162680.982593,{2;33}_OptimizationIsoViewSW.png
134,2.25,0.224876,20,0.575034,198294.665873,{2;34}_OptimizationIsoViewSW.png
135,2.25,0.2114,18,0.525152,188536.953243,{2;35}_OptimizationIsoViewSW.png
136,2.75,0.227465,16,0.549375,206398.348813,{2;36}_OptimizationIsoViewSW.png
137,2.25,0.192381,20,0.532354,186950.831931,{2;37}_OptimizationIsoViewSW.png
138,3,0.204282,18,0.509144,214500.2145,{2;38}_OptimizationIsoViewSW.png
139,2.75,0.211878,17,0.514686,198294.665873,{2;39}_OptimizationIsoViewSW.png
140,2.25,0.157607,20,0.396579,177210.703526,{2;40}_OptimizationIsoViewSW.png
141,3,0.203944,18,0.506021,212856.534696,{2;41}_OptimizationIsoViewSW.png
142,2.5,0.181521,18,0.433941,180472.838838,{2;42}_OptimizationIsoViewSW.png
143,2.75,0.184785,16,0.448937,190150.218673,{2;43}_OptimizationIsoViewSW.png
144,2.5,0.202819,15,0.478506,183755.972069,{2;44}_OptimizationIsoViewSW.png
145,2.75,0.174685,17,0.46064,186950.831931,{2;45}_OptimizationIsoViewSW.png
146,2.25,0.195729,18,0.446939,177210.703526,{2;46}_OptimizationIsoViewSW.png
147,2.75,0.199133,18,0.520172,211237.853823,{2;47}_OptimizationIsoViewSW.png
148,2.75,0.176063,15,0.437739,180472.838838,{2;48}_OptimizationIsoViewSW.png
149,2.25,0.169199,18,0.426457,173973.556019,{2;49}_OptimizationIsoViewSW.png
150,3,0.206364,18,0.50889,217722.62138,{3;0}_OptimizationIsoViewSW.png
151,2.75,0.148379,16,0.369345,182049.881668,{3;1}_OptimizationIsoViewSW.png
152,2.75,0.122243,15,0.284943,148082.333778,{3;2}_OptimizationIsoViewSW.png
153,2.75,0.145341,15,0.371314,170765.027322,{3;3}_OptimizationIsoViewSW.png
154,2.25,0.164585,15,0.36611,180472.838838,{3;4}_OptimizationIsoViewSW.png
155,2,0.182984,14,0.46396,170765.027322,{3;5}_OptimizationIsoViewSW.png
156,2.5,0.143175,14,0.359357,169118.89058,{3;6}_OptimizationIsoViewSW.png
157,2.75,0.196855,16,0.508609,206398.348813,{3;7}_OptimizationIsoViewSW.png
158,3,0.212582,18,0.540176,220896.841175,{3;8}_OptimizationIsoViewSW.png
159,2.25,0.138926,16,0.335528,177210.703526,{3;9}_OptimizationIsoViewSW.png
160,2.75,0.15938,16,0.395144,186950.831931,{3;10}_OptimizationIsoViewSW.png
161,2.75,0.138392,16,0.351367,178826.895565,{3;11}_OptimizationIsoViewSW.png
162,2,0.188414,15,0.4504,201531.640468,{3;12}_OptimizationIsoViewSW.png
163,2.75,0.183463,18,0.462357,204750.20475,{3;13}_OptimizationIsoViewSW.png
164,2.25,0.166807,14,0.373228,175623.463295,{3;14}_OptimizationIsoViewSW.png
165,2.75,0.19511,17,0.468433,207943.439384,{3;15}_OptimizationIsoViewSW.png
166,2.75,0.179833,20,0.475186,201531.640468,{3;16}_OptimizationIsoViewSW.png
167,2.75,0.198908,18,0.501829,216169.47687,{3;17}_OptimizationIsoViewSW.png
168,3,0.206702,18,0.512013,219298.245614,{3;18}_OptimizationIsoViewSW.png
169,2.25,0.226986,16,0.540372,204750.20475,{3;19}_OptimizationIsoViewSW.png
170,2.75,0.134959,15,0.303089,162680.982593,{3;20}_OptimizationIsoViewSW.png
171,2.75,0.145003,18,0.371652,186950.831931,{3;21}_OptimizationIsoViewSW.png
172,2.75,0.196855,16,0.508609,206398.348813,{3;22}_OptimizationIsoViewSW.png
173,2.75,0.236439,17,0.582292,211237.853823,{3;23}_OptimizationIsoViewSW.png
174,2.5,0.143118,14,0.358176,167504.187605,{3;24}_OptimizationIsoViewSW.png
175,2.75,0.196855,16,0.508609,206398.348813,{3;25}_OptimizationIsoViewSW.png
176,2.25,0.138814,14,0.298982,164284.540825,{3;26}_OptimizationIsoViewSW.png
177,3,0.206364,18,0.50889,217722.62138,{3;27}_OptimizationIsoViewSW.png
178,3,0.206702,18,0.512013,219298.245614,{3;28}_OptimizationIsoViewSW.png
179,2,0.157664,15,0.396494,196656.833825,{3;29}_OptimizationIsoViewSW.png
180,2.25,0.220937,18,0.587188,212856.534696,{3;30}_OptimizationIsoViewSW.png
181,2.75,0.196855,16,0.508609,206398.348813,{3;31}_OptimizationIsoViewSW.png
182,2.75,0.183463,18,0.462357,204750.20475,{3;32}_OptimizationIsoViewSW.png
183,2,0.182984,14,0.46396,170765.027322,{3;33}_OptimizationIsoViewSW.png
184,2.75,0.141318,16,0.348244,180472.838838,{3;34}_OptimizationIsoViewSW.png
185,2.25,0.146888,16,0.358626,178826.895565,{3;35}_OptimizationIsoViewSW.png
186,2.75,0.13797,16,0.330239,173973.556019,{3;36}_OptimizationIsoViewSW.png
187,2.75,0.153472,15,0.382934,178826.895565,{3;37}_OptimizationIsoViewSW.png
188,2.25,0.137463,18,0.341577,157753.588894,{3;38}_OptimizationIsoViewSW.png
189,2.25,0.177133,20,0.420605,190150.218673,{3;39}_OptimizationIsoViewSW.png
190,2.75,0.168158,15,0.389292,157753.588894,{3;40}_OptimizationIsoViewSW.png
191,2.75,0.16647,14,0.404485,162680.982593,{3;41}_OptimizationIsoViewSW.png
192,2.25,0.149027,16,0.388251,177210.703526,{3;42}_OptimizationIsoViewSW.png
193,2.75,0.227465,16,0.549375,206398.348813,{3;43}_OptimizationIsoViewSW.png
194,2,0.170943,16,0.447417,180472.838838,{3;44}_OptimizationIsoViewSW.png
195,2.25,0.156848,16,0.353899,172354.360565,{3;45}_OptimizationIsoViewSW.png
196,3,0.204282,18,0.509144,214500.2145,{3;46}_OptimizationIsoViewSW.png
197,2.25,0.224876,20,0.575034,198294.665873,{3;47}_OptimizationIsoViewSW.png
198,3,0.203944,18,0.506021,212856.534696,{3;48}_OptimizationIsoViewSW.png
199,2.25,0.21019,18,0.551289,195045.835771,{3;49}_OptimizationIsoViewSW.png
200,3,0.206364,18,0.50889,217722.62138,{4;0}_OptimizationIsoViewSW.png
201,2.75,0.122243,15,0.284943,148082.333778,{4;1}_OptimizationIsoViewSW.png
202,2.25,0.164585,15,0.36611,180472.838838,{4;2}_OptimizationIsoViewSW.png
203,2,0.182984,14,0.46396,170765.027322,{4;3}_OptimizationIsoViewSW.png
204,2.5,0.143175,14,0.359357,169118.89058,{4;4}_OptimizationIsoViewSW.png
205,3,0.212582,18,0.540176,220896.841175,{4;5}_OptimizationIsoViewSW.png
206,2.25,0.138926,16,0.335528,177210.703526,{4;6}_OptimizationIsoViewSW.png
207,2.75,0.138392,16,0.351367,178826.895565,{4;7}_OptimizationIsoViewSW.png
208,2,0.188414,15,0.4504,201531.640468,{4;8}_OptimizationIsoViewSW.png
209,2.75,0.198908,18,0.501829,216169.47687,{4;9}_OptimizationIsoViewSW.png
210,3,0.206702,18,0.512013,219298.245614,{4;10}_OptimizationIsoViewSW.png
211,2.25,0.226986,16,0.540372,204750.20475,{4;11}_OptimizationIsoViewSW.png
212,2.75,0.134959,15,0.303089,162680.982593,{4;12}_OptimizationIsoViewSW.png
213,2.75,0.236439,17,0.582292,211237.853823,{4;13}_OptimizationIsoViewSW.png
214,2.5,0.143118,14,0.358176,167504.187605,{4;14}_OptimizationIsoViewSW.png
215,2.25,0.138814,14,0.298982,164284.540825,{4;15}_OptimizationIsoViewSW.png
216,3,0.206364,18,0.50889,217722.62138,{4;16}_OptimizationIsoViewSW.png
217,3,0.206702,18,0.512013,219298.245614,{4;17}_OptimizationIsoViewSW.png
218,2,0.157664,15,0.396494,196656.833825,{4;18}_OptimizationIsoViewSW.png
219,2.25,0.220937,18,0.587188,212856.534696,{4;19}_OptimizationIsoViewSW.png
220,2,0.182984,14,0.46396,170765.027322,{4;20}_OptimizationIsoViewSW.png
221,2.75,0.141318,16,0.348244,180472.838838,{4;21}_OptimizationIsoViewSW.png
222,2.25,0.146888,16,0.358626,178826.895565,{4;22}_OptimizationIsoViewSW.png
223,2.75,0.153472,15,0.382934,178826.895565,{4;23}_OptimizationIsoViewSW.png
224,2.25,0.137463,18,0.341577,157753.588894,{4;24}_OptimizationIsoViewSW.png
225,1.75,0.166301,15,0.443985,190150.218673,{4;25}_OptimizationIsoViewSW.png
226,2.75,0.194013,16,0.480672,209643.60587,{4;26}_OptimizationIsoViewSW.png
227,2,0.204282,16,0.537953,203128.173878,{4;27}_OptimizationIsoViewSW.png
228,2.75,0.142021,16,0.359639,188536.953243,{4;28}_OptimizationIsoViewSW.png
229,2.75,0.181015,17,0.427723,198294.665873,{4;29}_OptimizationIsoViewSW.png
230,2.25,0.16495,18,0.418073,198294.665873,{4;30}_OptimizationIsoViewSW.png
231,2.5,0.188471,16,0.466239,206398.348813,{4;31}_OptimizationIsoViewSW.png
232,2.25,0.175107,17,0.436417,209643.60587,{4;32}_OptimizationIsoViewSW.png
233,3,0.194801,20,0.480981,219298.245614,{4;33}_OptimizationIsoViewSW.png
234,2.75,0.132765,14,0.318338,173973.556019,{4;34}_OptimizationIsoViewSW.png
235,2.25,0.162306,14,0.346191,177210.703526,{4;35}_OptimizationIsoViewSW.png
236,2.75,0.12877,15,0.305874,159413.358839,{4;36}_OptimizationIsoViewSW.png
237,2.75,0.21593,17,0.557844,209643.60587,{4;37}_OptimizationIsoViewSW.png
238,2,0.20853,16,0.490153,186950.831931,{4;38}_OptimizationIsoViewSW.png
239,2.25,0.210978,20,0.516571,209643.60587,{4;39}_OptimizationIsoViewSW.png
240,2.75,0.13797,16,0.330239,173973.556019,{4;40}_OptimizationIsoViewSW.png
241,2.75,0.15471,14,0.380993,170765.027322,{4;41}_OptimizationIsoViewSW.png
242,2.25,0.221416,16,0.49201,199960.007998,{4;42}_OptimizationIsoViewSW.png
243,3,0.207686,18,0.515052,216169.47687,{4;43}_OptimizationIsoViewSW.png
244,2.75,0.144187,16,0.329901,167504.187605,{4;44}_OptimizationIsoViewSW.png
245,3,0.204282,18,0.509144,214500.2145,{4;45}_OptimizationIsoViewSW.png
246,2.5,0.190187,18,0.463172,207943.439384,{4;46}_OptimizationIsoViewSW.png
247,2.25,0.177133,20,0.420605,190150.218673,{4;47}_OptimizationIsoViewSW.png
248,2.25,0.149027,16,0.388251,177210.703526,{4;48}_OptimizationIsoViewSW.png
249,2.25,0.166807,14,0.373228,175623.463295,{4;49}_OptimizationIsoViewSW.png
250,2.75,0.122243,15,0.284943,148082.333778,{5;0}_OptimizationIsoViewSW.png
251,2,0.182984,14,0.46396,170765.027322,{5;1}_OptimizationIsoViewSW.png
252,2.25,0.138926,16,0.335528,177210.703526,{5;2}_OptimizationIsoViewSW.png
253,2.75,0.138392,16,0.351367,178826.895565,{5;3}_OptimizationIsoViewSW.png
254,2,0.188414,15,0.4504,201531.640468,{5;4}_OptimizationIsoViewSW.png
255,2.25,0.226986,16,0.540372,204750.20475,{5;5}_OptimizationIsoViewSW.png
256,2.75,0.134959,15,0.303089,162680.982593,{5;6}_OptimizationIsoViewSW.png
257,2.75,0.236439,17,0.582292,211237.853823,{5;7}_OptimizationIsoViewSW.png
258,2.25,0.138814,14,0.298982,164284.540825,{5;8}_OptimizationIsoViewSW.png
259,2,0.157664,15,0.396494,196656.833825,{5;9}_OptimizationIsoViewSW.png
260,2.25,0.220937,18,0.587188,212856.534696,{5;10}_OptimizationIsoViewSW.png
261,2,0.182984,14,0.46396,170765.027322,{5;11}_OptimizationIsoViewSW.png
262,2.25,0.137463,18,0.341577,157753.588894,{5;12}_OptimizationIsoViewSW.png
263,1.75,0.166301,15,0.443985,190150.218673,{5;13}_OptimizationIsoViewSW.png
264,2.75,0.194013,16,0.480672,209643.60587,{5;14}_OptimizationIsoViewSW.png
265,2,0.204282,16,0.537953,203128.173878,{5;15}_OptimizationIsoViewSW.png
266,2.75,0.142021,16,0.359639,188536.953243,{5;16}_OptimizationIsoViewSW.png
267,2.75,0.181015,17,0.427723,198294.665873,{5;17}_OptimizationIsoViewSW.png
268,2.25,0.16495,18,0.418073,198294.665873,{5;18}_OptimizationIsoViewSW.png
269,2.5,0.188471,16,0.466239,206398.348813,{5;19}_OptimizationIsoViewSW.png
270,2.25,0.175107,17,0.436417,209643.60587,{5;20}_OptimizationIsoViewSW.png
271,3,0.194801,20,0.480981,219298.245614,{5;21}_OptimizationIsoViewSW.png
272,2.75,0.132765,14,0.318338,173973.556019,{5;22}_OptimizationIsoViewSW.png
273,2.75,0.12877,15,0.305874,159413.358839,{5;23}_OptimizationIsoViewSW.png
274,2.25,0.138364,14,0.33142,165920.026547,{5;24}_OptimizationIsoViewSW.png
275,2.75,0.12877,15,0.305874,159413.358839,{5;25}_OptimizationIsoViewSW.png
276,2.25,0.16872,14,0.417257,183755.972069,{5;26}_OptimizationIsoViewSW.png
277,2.75,0.131583,15,0.295549,149678.191887,{5;27}_OptimizationIsoViewSW.png
278,2.25,0.134988,14,0.343349,167504.187605,{5;28}_OptimizationIsoViewSW.png
279,2.75,0.236439,17,0.582292,211237.853823,{5;29}_OptimizationIsoViewSW.png
280,2.25,0.165288,16,0.390671,188536.953243,{5;30}_OptimizationIsoViewSW.png
281,2.5,0.19511,18,0.466633,220896.841175,{5;31}_OptimizationIsoViewSW.png
282,2.5,0.186361,16,0.459037,199960.007998,{5;32}_OptimizationIsoViewSW.png
283,2.25,0.138729,14,0.337638,182049.881668,{5;33}_OptimizationIsoViewSW.png
284,2.25,0.153837,13,0.353618,172354.360565,{5;34}_OptimizationIsoViewSW.png
285,2.25,0.132371,14,0.274814,156201.187129,{5;35}_OptimizationIsoViewSW.png
286,2.75,0.196967,18,0.501294,227376.080036,{5;36}_OptimizationIsoViewSW.png
287,2.75,0.12877,15,0.305874,159413.358839,{5;37}_OptimizationIsoViewSW.png
288,2.25,0.175107,17,0.436417,209643.60587,{5;38}_OptimizationIsoViewSW.png
289,2.75,0.144187,16,0.329901,167504.187605,{5;39}_OptimizationIsoViewSW.png
290,2.5,0.143118,14,0.358176,167504.187605,{5;40}_OptimizationIsoViewSW.png
291,2.75,0.13797,16,0.330239,173973.556019,{5;41}_OptimizationIsoViewSW.png
292,2,0.20853,16,0.490153,186950.831931,{5;42}_OptimizationIsoViewSW.png
293,3,0.244598,20,0.602971,224164.985429,{5;43}_OptimizationIsoViewSW.png
294,3,0.212582,18,0.540176,220896.841175,{5;44}_OptimizationIsoViewSW.png
295,2.25,0.210978,20,0.516571,209643.60587,{5;45}_OptimizationIsoViewSW.png
296,2.25,0.221416,16,0.49201,199960.007998,{5;46}_OptimizationIsoViewSW.png
297,2.75,0.21593,17,0.557844,209643.60587,{5;47}_OptimizationIsoViewSW.png
298,2,0.176429,16,0.425895,180472.838838,{5;48}_OptimizationIsoViewSW.png
299,2.5,0.192578,18,0.481825,209643.60587,{5;49}_OptimizationIsoViewSW.png
300,2,0.182984,14,0.46396,170765.027322,{6;0}_OptimizationIsoViewSW.png
301,2.25,0.138926,16,0.335528,177210.703526,{6;1}_OptimizationIsoViewSW.png
302,2.75,0.138392,16,0.351367,178826.895565,{6;2}_OptimizationIsoViewSW.png
303,2,0.188414,15,0.4504,201531.640468,{6;3}_OptimizationIsoViewSW.png
304,2.75,0.236439,17,0.582292,211237.853823,{6;4}_OptimizationIsoViewSW.png
305,2,0.157664,15,0.396494,196656.833825,{6;5}_OptimizationIsoViewSW.png
306,2.25,0.220937,18,0.587188,212856.534696,{6;6}_OptimizationIsoViewSW.png
307,2,0.182984,14,0.46396,170765.027322,{6;7}_OptimizationIsoViewSW.png
308,1.75,0.166301,15,0.443985,190150.218673,{6;8}_OptimizationIsoViewSW.png
309,2.75,0.194013,16,0.480672,209643.60587,{6;9}_OptimizationIsoViewSW.png
310,2,0.204282,16,0.537953,203128.173878,{6;10}_OptimizationIsoViewSW.png
311,2.75,0.142021,16,0.359639,188536.953243,{6;11}_OptimizationIsoViewSW.png
