in:Index,out:Result,out:EveningAverageSunhoursLoss,out:MaxSunhoursLoss,out:AverageSunhoursLoss,out:Volume,img
2494,1.75,0.130655,9,0.303483,186950.831931,{49;44}_OptimizationIsoViewSW.png
2495,2,0.142612,12,0.35857,209643.60587,{49;45}_OptimizationIsoViewSW.png
2496,1.75,0.111833,10,0.259791,178826.895565,{49;46}_OptimizationIsoViewSW.png
2497,2.25,0.168327,13,0.423813,217722.62138,{49;47}_OptimizationIsoViewSW.png
2498,1.75,0.106769,9,0.243135,162680.982593,{49;48}_OptimizationIsoViewSW.png
2499,1.5,0.107022,9,0.23447,162680.982593,{49;49}_OptimizationIsoViewSW.png
2500,3,0.173166,16,0.440834,233918.128655,{50;0}_OptimizationIsoViewSW.png
2501,2.75,0.192072,17,0.488774,242072.137497,{50;1}_OptimizationIsoViewSW.png
2502,2.75,0.192128,17,0.488746,243664.717349,{50;2}_OptimizationIsoViewSW.png
2503,1.25,0.089748,9,0.209965,148082.333778,{50;3}_OptimizationIsoViewSW.png
2504,2.75,0.179749,18,0.451469,242072.137497,{50;4}_OptimizationIsoViewSW.png
2505,1,0.09439,7,0.207208,154535.620461,{50;5}_OptimizationIsoViewSW.png
2506,1,0.095656,7,0.213397,156201.187129,{50;6}_OptimizationIsoViewSW.png
2507,2.75,0.19587,17,0.473188,242072.137497,{50;7}_OptimizationIsoViewSW.png
2508,2.75,0.181944,16,0.456617,233918.128655,{50;8}_OptimizationIsoViewSW.png
2509,1.5,0.091098,9,0.21261,151308.821304,{50;9}_OptimizationIsoViewSW.png
2510,2.25,0.106825,13,0.248875,164284.540825,{50;10}_OptimizationIsoViewSW.png
2511,1.75,0.112677,11,0.247074,169118.89058,{50;11}_OptimizationIsoViewSW.png
2512,1.5,0.105756,8,0.229265,161030.595813,{50;12}_OptimizationIsoViewSW.png
2513,1.25,0.111158,9,0.259959,165920.026547,{50;13}_OptimizationIsoViewSW.png
2514,1.75,0.143372,12,0.351817,195045.835771,{50;14}_OptimizationIsoViewSW.png
2515,2.25,0.174263,18,0.429496,237247.924081,{50;15}_OptimizationIsoViewSW.png
2516,2,0.163431,16,0.414472,232288.037166,{50;16}_OptimizationIsoViewSW.png
2517,2,0.122665,14,0.310798,186950.831931,{50;17}_OptimizationIsoViewSW.png
2518,2,0.141599,11,0.355334,204750.20475,{50;18}_OptimizationIsoViewSW.png
2519,3,0.186417,16,0.477999,240326.844509,{50;19}_OptimizationIsoViewSW.png
2520,2,0.158001,14,0.395932,225835.591689,{50;20}_OptimizationIsoViewSW.png
2521,2.25,0.165288,13,0.415795,212856.534696,{50;21}_OptimizationIsoViewSW.png
2522,2,0.130345,15,0.318816,196656.833825,{50;22}_OptimizationIsoViewSW.png
2523,2,0.158001,14,0.395932,225835.591689,{50;23}_OptimizationIsoViewSW.png
2524,1.5,0.116391,9,0.290429,173973.556019,{50;24}_OptimizationIsoViewSW.png
2525,2,0.166582,18,0.421337,233918.128655,{50;25}_OptimizationIsoViewSW.png
2526,1.5,0.111664,10,0.277543,183755.972069,{50;26}_OptimizationIsoViewSW.png
2527,1.75,0.145622,11,0.368726,206398.348813,{50;27}_OptimizationIsoViewSW.png
2528,2.25,0.168327,13,0.423813,217722.62138,{50;28}_OptimizationIsoViewSW.png
2529,2,0.124353,12,0.287221,191791.331032,{50;29}_OptimizationIsoViewSW.png
2530,2,0.134959,12,0.335106,203128.173878,{50;30}_OptimizationIsoViewSW.png
2531,2,0.133947,11,0.334374,199960.007998,{50;31}_OptimizationIsoViewSW.png
2532,2,0.148323,18,0.378095,219298.245614,{50;32}_OptimizationIsoViewSW.png
2533,2,0.161349,16,0.406679,230680.507497,{50;33}_OptimizationIsoViewSW.png
2534,1.5,0.108401,12,0.257878,167504.187605,{50;34}_OptimizationIsoViewSW.png
2535,2.75,0.19587,17,0.473188,242072.137497,{50;35}_OptimizationIsoViewSW.png
2536,1.75,0.151587,12,0.379079,209643.60587,{50;36}_OptimizationIsoViewSW.png
2537,2.75,0.176063,15,0.44255,229095.074456,{50;37}_OptimizationIsoViewSW.png
2538,2,0.130345,15,0.318816,196656.833825,{50;38}_OptimizationIsoViewSW.png
2539,2.25,0.099257,13,0.22361,159413.358839,{50;39}_OptimizationIsoViewSW.png
2540,1.25,0.127054,9,0.297097,182049.881668,{50;40}_OptimizationIsoViewSW.png
2541,2.25,0.168889,13,0.427161,224164.985429,{50;41}_OptimizationIsoViewSW.png
2542,2,0.116278,12,0.267359,183755.972069,{50;42}_OptimizationIsoViewSW.png
2543,1.25,0.103899,9,0.24578,157753.588894,{50;43}_OptimizationIsoViewSW.png
2544,2.25,0.099932,14,0.238521,167504.187605,{50;44}_OptimizationIsoViewSW.png
2545,1.5,0.115378,9,0.273801,170765.027322,{50;45}_OptimizationIsoViewSW.png
2546,1.75,0.111833,10,0.259791,178826.895565,{50;46}_OptimizationIsoViewSW.png
2547,1.75,0.15516,14,0.388364,216169.47687,{50;47}_OptimizationIsoViewSW.png
2548,2.25,0.188921,17,0.475354,235571.260306,{50;48}_OptimizationIsoViewSW.png
2549,2,0.142612,12,0.35857,209643.60587,{50;49}_OptimizationIsoViewSW.png
2550,1,0.095656,7,0.213397,156201.187129,{51;0}_OptimizationIsoViewSW.png
2551,1,0.09439,7,0.207208,154535.620461,{51;1}_OptimizationIsoViewSW.png
2552,3,0.173166,16,0.440834,233918.128655,{51;2}_OptimizationIsoViewSW.png
2553,2.25,0.172293,18,0.43456,235571.260306,{51;3}_OptimizationIsoViewSW.png
2554,2.75,0.19587,17,0.473188,242072.137497,{51;4}_OptimizationIsoViewSW.png
2555,2.75,0.192072,17,0.488774,242072.137497,{51;5}_OptimizationIsoViewSW.png
2556,2.75,0.192128,17,0.488746,243664.717349,{51;6}_OptimizationIsoViewSW.png
2557,1.25,0.089748,9,0.209965,148082.333778,{51;7}_OptimizationIsoViewSW.png
2558,1.5,0.105756,8,0.229265,161030.595813,{51;8}_OptimizationIsoViewSW.png
2559,2.25,0.099257,13,0.22361,159413.358839,{51;9}_OptimizationIsoViewSW.png
2560,2.75,0.179749,18,0.451469,242072.137497,{51;10}_OptimizationIsoViewSW.png
2561,1.5,0.128798,10,0.337019,188536.953243,{51;11}_OptimizationIsoViewSW.png
2562,1.25,0.103899,9,0.24578,157753.588894,{51;12}_OptimizationIsoViewSW.png
2563,1.75,0.15516,14,0.388364,216169.47687,{51;13}_OptimizationIsoViewSW.png
2564,3,0.173166,16,0.440834,233918.128655,{51;14}_OptimizationIsoViewSW.png
2565,1.25,0.127054,9,0.297097,182049.881668,{51;15}_OptimizationIsoViewSW.png
2566,2.25,0.174263,18,0.429496,237247.924081,{51;16}_OptimizationIsoViewSW.png
2567,1.25,0.111158,9,0.259959,170765.027322,{51;17}_OptimizationIsoViewSW.png
2568,2,0.106657,12,0.244092,162680.982593,{51;18}_OptimizationIsoViewSW.png
2569,2,0.133947,11,0.334374,199960.007998,{51;19}_OptimizationIsoViewSW.png
2570,2,0.122665,14,0.310798,186950.831931,{51;20}_OptimizationIsoViewSW.png
2571,1.75,0.111833,10,0.259791,178826.895565,{51;21}_OptimizationIsoViewSW.png
2572,1.75,0.145622,11,0.368726,206398.348813,{51;22}_OptimizationIsoViewSW.png
2573,2,0.141599,11,0.355334,204750.20475,{51;23}_OptimizationIsoViewSW.png
2574,1.5,0.116391,9,0.290429,173973.556019,{51;24}_OptimizationIsoViewSW.png
2575,2.25,0.187711,15,0.467758,233918.128655,{51;25}_OptimizationIsoViewSW.png
2576,1.5,0.107107,12,0.25256,165920.026547,{51;26}_OptimizationIsoViewSW.png
2577,2,0.166582,18,0.421337,233918.128655,{51;27}_OptimizationIsoViewSW.png
2578,1.75,0.112677,11,0.247074,169118.89058,{51;28}_OptimizationIsoViewSW.png
2579,1.5,0.091098,9,0.21261,151308.821304,{51;29}_OptimizationIsoViewSW.png
2580,2,0.145144,16,0.372721,217722.62138,{51;30}_OptimizationIsoViewSW.png
2581,2.25,0.106825,13,0.248875,164284.540825,{51;31}_OptimizationIsoViewSW.png
2582,2,0.124353,12,0.287221,191791.331032,{51;32}_OptimizationIsoViewSW.png
2583,2.25,0.159886,13,0.395594,214500.2145,{51;33}_OptimizationIsoViewSW.png
2584,2,0.130345,15,0.318816,196656.833825,{51;34}_OptimizationIsoViewSW.png
2585,2.75,0.19587,17,0.473188,242072.137497,{51;35}_OptimizationIsoViewSW.png
2586,1.75,0.148886,12,0.362621,206398.348813,{51;36}_OptimizationIsoViewSW.png
2587,3,0.186417,16,0.477999,240326.844509,{51;37}_OptimizationIsoViewSW.png
2588,2.75,0.181944,16,0.456617,233918.128655,{51;38}_OptimizationIsoViewSW.png
2589,2,0.14928,14,0.369626,214500.2145,{51;39}_OptimizationIsoViewSW.png
2590,2,0.135494,12,0.325906,204750.20475,{51;40}_OptimizationIsoViewSW.png
2591,1.75,0.151587,12,0.379079,209643.60587,{51;41}_OptimizationIsoViewSW.png
2592,2,0.161349,16,0.406679,230680.507497,{51;42}_OptimizationIsoViewSW.png
2593,2.25,0.099932,14,0.238521,167504.187605,{51;43}_OptimizationIsoViewSW.png
2594,2,0.116278,12,0.267359,183755.972069,{51;44}_OptimizationIsoViewSW.png
2595,2.25,0.168889,13,0.427161,224164.985429,{51;45}_OptimizationIsoViewSW.png
2596,1.75,0.143372,12,0.351817,195045.835771,{51;46}_OptimizationIsoViewSW.png
2597,2,0.148126,14,0.37289,222518.914108,{51;47}_OptimizationIsoViewSW.png
2598,2,0.163431,16,0.414472,232288.037166,{51;48}_OptimizationIsoViewSW.png
2599,1.5,0.111664,10,0.277543,183755.972069,{51;49}_OptimizationIsoViewSW.png
2600,2.75,0.192128,17,0.488746,243664.717349,{52;0}_OptimizationIsoViewSW.png
2601,2.75,0.192072,17,0.488774,242072.137497,{52;1}_OptimizationIsoViewSW.png
2602,2.25,0.146101,18,0.366138,216169.47687,{52;2}_OptimizationIsoViewSW.png
2603,1.25,0.089748,9,0.209965,148082.333778,{52;3}_OptimizationIsoViewSW.png
2604,1,0.09439,7,0.207208,154535.620461,{52;4}_OptimizationIsoViewSW.png
2605,3,0.186417,16,0.477999,240326.844509,{52;5}_OptimizationIsoViewSW.png
2606,2.75,0.19587,17,0.473188,242072.137497,{52;6}_OptimizationIsoViewSW.png
2607,1,0.095656,7,0.213397,156201.187129,{52;7}_OptimizationIsoViewSW.png
2608,2.75,0.19587,17,0.473188,242072.137497,{52;8}_OptimizationIsoViewSW.png
2609,2.25,0.174263,18,0.429496,237247.924081,{52;9}_OptimizationIsoViewSW.png
2610,1,0.095656,7,0.213397,156201.187129,{52;10}_OptimizationIsoViewSW.png
2611,1.75,0.101902,11,0.231178,157753.588894,{52;11}_OptimizationIsoViewSW.png
2612,1.5,0.105756,8,0.229265,161030.595813,{52;12}_OptimizationIsoViewSW.png
2613,1.25,0.127054,9,0.297097,182049.881668,{52;13}_OptimizationIsoViewSW.png
2614,2.25,0.099257,13,0.22361,159413.358839,{52;14}_OptimizationIsoViewSW.png
2615,2,0.116278,12,0.267359,183755.972069,{52;15}_OptimizationIsoViewSW.png
2616,2,0.127054,15,0.314596,196656.833825,{52;16}_OptimizationIsoViewSW.png
2617,1.25,0.111158,9,0.259959,170765.027322,{52;17}_OptimizationIsoViewSW.png
2618,1.75,0.111833,10,0.259791,178826.895565,{52;18}_OptimizationIsoViewSW.png
2619,1.5,0.128798,10,0.337019,188536.953243,{52;19}_OptimizationIsoViewSW.png
2620,2.25,0.099932,14,0.238521,167504.187605,{52;20}_OptimizationIsoViewSW.png
2621,1.5,0.138111,12,0.343715,193461.017605,{52;21}_OptimizationIsoViewSW.png
2622,2,0.172969,14,0.445701,232288.037166,{52;22}_OptimizationIsoViewSW.png
2623,1.5,0.111664,10,0.277543,183755.972069,{52;23}_OptimizationIsoViewSW.png
2624,2,0.133947,11,0.334374,199960.007998,{52;24}_OptimizationIsoViewSW.png
2625,2,0.163431,16,0.414472,232288.037166,{52;25}_OptimizationIsoViewSW.png
2626,2,0.161349,16,0.406679,230680.507497,{52;26}_OptimizationIsoViewSW.png
2627,1.25,0.114787,10,0.253489,159413.358839,{52;27}_OptimizationIsoViewSW.png
2628,2.75,0.179749,18,0.451469,242072.137497,{52;28}_OptimizationIsoViewSW.png
2629,2,0.143343,13,0.352408,211237.853823,{52;29}_OptimizationIsoViewSW.png
2630,2,0.166582,18,0.421337,233918.128655,{52;30}_OptimizationIsoViewSW.png
2631,2,0.106657,12,0.244092,162680.982593,{52;31}_OptimizationIsoViewSW.png
2632,1.75,0.157636,14,0.395172,224164.985429,{52;32}_OptimizationIsoViewSW.png
2633,2.25,0.178258,15,0.436726,233918.128655,{52;33}_OptimizationIsoViewSW.png
2634,1.5,0.091098,9,0.21261,151308.821304,{52;34}_OptimizationIsoViewSW.png
2635,2,0.135494,12,0.325906,204750.20475,{52;35}_OptimizationIsoViewSW.png
2636,1.75,0.15516,14,0.388364,216169.47687,{52;36}_OptimizationIsoViewSW.png
2637,2,0.147789,12,0.376688,214500.2145,{52;37}_OptimizationIsoViewSW.png
2638,2.25,0.153162,13,0.371174,214500.2145,{52;38}_OptimizationIsoViewSW.png
2639,1.25,0.117376,9,0.281679,177210.703526,{52;39}_OptimizationIsoViewSW.png
2640,2,0.124353,12,0.287221,191791.331032,{52;40}_OptimizationIsoViewSW.png
2641,1.75,0.151587,12,0.379079,209643.60587,{52;41}_OptimizationIsoViewSW.png
2642,1.75,0.131302,9,0.307928,186950.831931,{52;42}_OptimizationIsoViewSW.png
2643,1.5,0.116391,9,0.290429,173973.556019,{52;43}_OptimizationIsoViewSW.png
2644,2,0.122665,14,0.310798,186950.831931,{52;44}_OptimizationIsoViewSW.png
2645,1.5,0.107107,12,0.25256,165920.026547,{52;45}_OptimizationIsoViewSW.png
2646,2,0.140418,12,0.34771,206398.348813,{52;46}_OptimizationIsoViewSW.png
2647,2,0.171112,16,0.437908,238777.459408,{52;47}_OptimizationIsoViewSW.png
2648,1.75,0.112677,11,0.247074,169118.89058,{52;48}_OptimizationIsoViewSW.png
2649,1.75,0.132709,11,0.343518,199960.007998,{52;49}_OptimizationIsoViewSW.png
2650,2.75,0.179665,16,0.448908,243664.717349,{53;0}_OptimizationIsoViewSW.png
2651,2.25,0.174263,18,0.429496,237247.924081,{53;1}_OptimizationIsoViewSW.png
2652,1,0.09439,7,0.207208,154535.620461,{53;2}_OptimizationIsoViewSW.png
2653,1.25,0.089748,9,0.209965,148082.333778,{53;3}_OptimizationIsoViewSW.png
2654,2,0.124353,12,0.287221,191791.331032,{53;4}_OptimizationIsoViewSW.png
2655,1.75,0.131302,9,0.307928,186950.831931,{53;5}_OptimizationIsoViewSW.png
2656,1.25,0.101508,8,0.225129,161030.595813,{53;6}_OptimizationIsoViewSW.png
2657,1.75,0.112677,11,0.247074,169118.89058,{53;7}_OptimizationIsoViewSW.png
2658,2.25,0.178258,15,0.436726,233918.128655,{53;8}_OptimizationIsoViewSW.png
2659,2,0.140418,12,0.34771,206398.348813,{53;9}_OptimizationIsoViewSW.png
2660,1.25,0.127054,9,0.297097,182049.881668,{53;10}_OptimizationIsoViewSW.png
2661,2.25,0.099932,14,0.238521,167504.187605,{53;11}_OptimizationIsoViewSW.png
2662,2.25,0.099257,13,0.22361,159413.358839,{53;12}_OptimizationIsoViewSW.png
2663,2,0.163431,16,0.414472,232288.037166,{53;13}_OptimizationIsoViewSW.png
2664,1.5,0.128798,10,0.337019,188536.953243,{53;14}_OptimizationIsoViewSW.png
2665,2.25,0.154625,18,0.381302,220896.841175,{53;15}_OptimizationIsoViewSW.png
2666,1.75,0.157636,14,0.395172,224164.985429,{53;16}_OptimizationIsoViewSW.png
2667,1.5,0.107107,12,0.25256,165920.026547,{53;17}_OptimizationIsoViewSW.png
2668,2.25,0.169002,15,0.405891,227376.080036,{53;18}_OptimizationIsoViewSW.png
2669,1,0.095656,7,0.213397,156201.187129,{53;19}_OptimizationIsoViewSW.png
2670,2,0.124606,11,0.321573,188536.953243,{53;20}_OptimizationIsoViewSW.png
2671,1.25,0.111158,9,0.259959,170765.027322,{53;21}_OptimizationIsoViewSW.png
2672,1,0.095656,7,0.213397,156201.187129,{53;22}_OptimizationIsoViewSW.png
2673,2,0.122665,14,0.310798,186950.831931,{53;23}_OptimizationIsoViewSW.png
2674,1.5,0.111664,10,0.277543,183755.972069,{53;24}_OptimizationIsoViewSW.png
2675,1.25,0.113437,9,0.253995,165920.026547,{53;25}_OptimizationIsoViewSW.png
2676,2.25,0.177667,15,0.435742,230680.507497,{53;26}_OptimizationIsoViewSW.png
2677,1.5,0.091098,9,0.21261,151308.821304,{53;27}_OptimizationIsoViewSW.png
2678,2,0.143343,13,0.352408,211237.853823,{53;28}_OptimizationIsoViewSW.png
2679,2.25,0.153162,13,0.371174,214500.2145,{53;29}_OptimizationIsoViewSW.png
2680,2,0.106657,12,0.244092,162680.982593,{53;30}_OptimizationIsoViewSW.png
2681,2,0.135494,12,0.325906,204750.20475,{53;31}_OptimizationIsoViewSW.png
2682,2,0.127054,15,0.314596,196656.833825,{53;32}_OptimizationIsoViewSW.png
2683,2,0.166582,18,0.421337,233918.128655,{53;33}_OptimizationIsoViewSW.png
2684,2,0.133947,11,0.334374,199960.007998,{53;34}_OptimizationIsoViewSW.png
2685,2.25,0.146101,18,0.366138,216169.47687,{53;35}_OptimizationIsoViewSW.png
2686,1.75,0.111833,10,0.259791,178826.895565,{53;36}_OptimizationIsoViewSW.png
2687,2,0.116278,12,0.267359,183755.972069,{53;37}_OptimizationIsoViewSW.png
2688,2,0.171112,16,0.437908,238777.459408,{53;38}_OptimizationIsoViewSW.png
2689,1.25,0.117376,9,0.281679,177210.703526,{53;39}_OptimizationIsoViewSW.png
2690,1.75,0.151587,12,0.379079,209643.60587,{53;40}_OptimizationIsoViewSW.png
2691,2.25,0.103534,14,0.254389,172354.360565,{53;41}_OptimizationIsoViewSW.png
2692,1.25,0.120611,9,0.285674,178826.895565,{53;42}_OptimizationIsoViewSW.png
2693,2,0.157439,18,0.40139,220896.841175,{53;43}_OptimizationIsoViewSW.png
2694,1.5,0.116391,9,0.290429,173973.556019,{53;44}_OptimizationIsoViewSW.png
2695,2.25,0.155385,14,0.383412,217722.62138,{53;45}_OptimizationIsoViewSW.png
2696,1.25,0.108288,10,0.254755,165920.026547,{53;46}_OptimizationIsoViewSW.png
2697,1.5,0.131921,11,0.336878,203128.173878,{53;47}_OptimizationIsoViewSW.png
2698,2,0.172969,14,0.445701,232288.037166,{53;48}_OptimizationIsoViewSW.png
2699,2,0.106657,12,0.244092,162680.982593,{53;49}_OptimizationIsoViewSW.png
2700,2.75,0.164472,16,0.412756,230680.507497,{54;0}_OptimizationIsoViewSW.png
2701,2.25,0.150349,18,0.387435,224164.985429,{54;1}_OptimizationIsoViewSW.png
2702,1,0.095656,7,0.213397,156201.187129,{54;2}_OptimizationIsoViewSW.png
2703,1.25,0.089748,9,0.209965,148082.333778,{54;3}_OptimizationIsoViewSW.png
2704,2.75,0.179665,16,0.448908,243664.717349,{54;4}_OptimizationIsoViewSW.png
2705,1.25,0.089748,9,0.209965,148082.333778,{54;5}_OptimizationIsoViewSW.png
2706,1,0.09439,7,0.207208,154535.620461,{54;6}_OptimizationIsoViewSW.png
2707,2.25,0.156173,16,0.387435,220896.841175,{54;7}_OptimizationIsoViewSW.png
2708,1.5,0.109948,7,0.244964,164284.540825,{54;8}_OptimizationIsoViewSW.png
2709,1.75,0.157636,14,0.395172,224164.985429,{54;9}_OptimizationIsoViewSW.png
2710,2,0.143343,13,0.352408,211237.853823,{54;10}_OptimizationIsoViewSW.png
2711,2,0.163431,16,0.414472,232288.037166,{54;11}_OptimizationIsoViewSW.png
2712,2.25,0.174263,18,0.429496,237247.924081,{54;12}_OptimizationIsoViewSW.png
2713,2,0.127054,15,0.314596,196656.833825,{54;13}_OptimizationIsoViewSW.png
2714,2.25,0.113634,14,0.273605,183755.972069,{54;14}_OptimizationIsoViewSW.png
2715,2,0.172969,14,0.445701,232288.037166,{54;15}_OptimizationIsoViewSW.png
2716,1.75,0.111833,10,0.259791,178826.895565,{54;16}_OptimizationIsoViewSW.png
2717,1.5,0.111664,10,0.277543,183755.972069,{54;17}_OptimizationIsoViewSW.png
2718,2.25,0.178258,15,0.436726,233918.128655,{54;18}_OptimizationIsoViewSW.png
2719,1.25,0.113437,9,0.253995,165920.026547,{54;19}_OptimizationIsoViewSW.png
2720,2,0.150799,14,0.388223,212856.534696,{54;20}_OptimizationIsoViewSW.png
2721,1,0.095656,7,0.213397,156201.187129,{54;21}_OptimizationIsoViewSW.png
2722,1.5,0.091098,9,0.21261,151308.821304,{54;22}_OptimizationIsoViewSW.png
2723,2.25,0.155385,14,0.383412,217722.62138,{54;23}_OptimizationIsoViewSW.png
2724,1.75,0.112677,11,0.247074,169118.89058,{54;24}_OptimizationIsoViewSW.png
2725,1.5,0.131921,11,0.336878,203128.173878,{54;25}_OptimizationIsoViewSW.png
2726,1.5,0.107107,12,0.25256,165920.026547,{54;26}_OptimizationIsoViewSW.png
2727,2.25,0.153162,13,0.371174,214500.2145,{54;27}_OptimizationIsoViewSW.png
2728,1.25,0.101508,8,0.225129,161030.595813,{54;28}_OptimizationIsoViewSW.png
2729,2,0.133947,11,0.334374,199960.007998,{54;29}_OptimizationIsoViewSW.png
2730,2.25,0.169002,15,0.405891,227376.080036,{54;30}_OptimizationIsoViewSW.png
2731,1.25,0.101508,8,0.225129,161030.595813,{54;31}_OptimizationIsoViewSW.png
2732,2.25,0.099257,13,0.22361,159413.358839,{54;32}_OptimizationIsoViewSW.png
2733,1.25,0.127054,9,0.297097,182049.881668,{54;33}_OptimizationIsoViewSW.png
2734,1.25,0.111158,9,0.259959,170765.027322,{54;34}_OptimizationIsoViewSW.png
2735,1,0.096022,7,0.213876,157753.588894,{54;35}_OptimizationIsoViewSW.png
2736,1.5,0.118023,10,0.305734,186950.831931,{54;36}_OptimizationIsoViewSW.png
2737,2,0.135494,12,0.325906,204750.20475,{54;37}_OptimizationIsoViewSW.png
2738,1.75,0.151587,12,0.379079,209643.60587,{54;38}_OptimizationIsoViewSW.png
2739,2,0.124353,12,0.287221,191791.331032,{54;39}_OptimizationIsoViewSW.png
2740,1.75,0.131302,9,0.307928,186950.831931,{54;40}_OptimizationIsoViewSW.png
2741,2.25,0.136394,15,0.305846,193461.017605,{54;41}_OptimizationIsoViewSW.png
2742,2.25,0.146101,18,0.363352,214500.2145,{54;42}_OptimizationIsoViewSW.png
2743,2,0.135663,11,0.342871,206398.348813,{54;43}_OptimizationIsoViewSW.png
2744,1.5,0.111664,10,0.277543,183755.972069,{54;44}_OptimizationIsoViewSW.png
2745,2,0.159239,14,0.390277,224164.985429,{54;45}_OptimizationIsoViewSW.png
2746,1.25,0.117376,9,0.281679,177210.703526,{54;46}_OptimizationIsoViewSW.png
2747,2.25,0.119992,14,0.295352,186950.831931,{54;47}_OptimizationIsoViewSW.png
2748,2.25,0.099932,14,0.238521,167504.187605,{54;48}_OptimizationIsoViewSW.png
2749,1.5,0.116391,9,0.290429,173973.556019,{54;49}_OptimizationIsoViewSW.png
2750,1,0.09439,7,0.207208,154535.620461,{55;0}_OptimizationIsoViewSW.png
2751,2.75,0.179665,16,0.448908,243664.717349,{55;1}_OptimizationIsoViewSW.png
2752,1.5,0.089467,9,0.195814,144801.621778,{55;2}_OptimizationIsoViewSW.png
2753,2,0.176654,16,0.450428,237247.924081,{55;3}_OptimizationIsoViewSW.png
2754,2.25,0.150349,18,0.387435,224164.985429,{55;4}_OptimizationIsoViewSW.png
2755,2.75,0.164472,16,0.412756,230680.507497,{55;5}_OptimizationIsoViewSW.png
2756,2.25,0.113634,14,0.273605,183755.972069,{55;6}_OptimizationIsoViewSW.png
2757,2.25,0.174263,18,0.429496,237247.924081,{55;7}_OptimizationIsoViewSW.png
2758,2,0.127054,15,0.314596,196656.833825,{55;8}_OptimizationIsoViewSW.png
2759,1.75,0.111833,10,0.259791,178826.895565,{55;9}_OptimizationIsoViewSW.png
2760,1.25,0.101508,8,0.225129,161030.595813,{55;10}_OptimizationIsoViewSW.png
2761,1.5,0.105447,12,0.24547,167504.187605,{55;11}_OptimizationIsoViewSW.png
2762,2,0.163431,16,0.414472,232288.037166,{55;12}_OptimizationIsoViewSW.png
2763,2,0.172969,14,0.445701,232288.037166,{55;13}_OptimizationIsoViewSW.png
2764,1.5,0.091098,9,0.21261,151308.821304,{55;14}_OptimizationIsoViewSW.png
2765,1,0.096022,7,0.213876,157753.588894,{55;15}_OptimizationIsoViewSW.png
2766,2.25,0.109104,13,0.239703,172354.360565,{55;16}_OptimizationIsoViewSW.png
2767,2,0.133947,11,0.334374,199960.007998,{55;17}_OptimizationIsoViewSW.png
2768,1.25,0.117376,9,0.281679,178826.895565,{55;18}_OptimizationIsoViewSW.png
2769,2,0.143343,13,0.352408,211237.853823,{55;19}_OptimizationIsoViewSW.png
2770,1.75,0.151587,12,0.379079,209643.60587,{55;20}_OptimizationIsoViewSW.png
2771,1.75,0.131302,9,0.307928,186950.831931,{55;21}_OptimizationIsoViewSW.png
2772,2.25,0.174122,13,0.430199,229095.074456,{55;22}_OptimizationIsoViewSW.png
2773,1.5,0.120077,11,0.284943,185288.123031,{55;23}_OptimizationIsoViewSW.png
2774,2.25,0.136394,15,0.305846,193461.017605,{55;24}_OptimizationIsoViewSW.png
2775,1.75,0.128264,12,0.323205,193461.017605,{55;25}_OptimizationIsoViewSW.png
2776,1.5,0.116194,10,0.285336,185288.123031,{55;26}_OptimizationIsoViewSW.png
2777,1.5,0.118023,10,0.305734,186950.831931,{55;27}_OptimizationIsoViewSW.png
2778,2.25,0.144272,18,0.361017,216169.47687,{55;28}_OptimizationIsoViewSW.png
2779,1.25,0.101508,8,0.225129,161030.595813,{55;29}_OptimizationIsoViewSW.png
2780,2,0.161068,14,0.400039,227376.080036,{55;30}_OptimizationIsoViewSW.png
2781,2,0.124353,12,0.287221,191791.331032,{55;31}_OptimizationIsoViewSW.png
2782,1.25,0.113437,9,0.253995,165920.026547,{55;32}_OptimizationIsoViewSW.png
2783,1.5,0.115181,9,0.272957,175623.463295,{55;33}_OptimizationIsoViewSW.png
2784,1.5,0.141909,10,0.344137,196656.833825,{55;34}_OptimizationIsoViewSW.png
2785,2,0.156004,16,0.392246,222518.914108,{55;35}_OptimizationIsoViewSW.png
2786,2.25,0.153162,13,0.371174,214500.2145,{55;36}_OptimizationIsoViewSW.png
2787,1,0.10148,7,0.236636,164284.540825,{55;37}_OptimizationIsoViewSW.png
2788,2.25,0.178258,15,0.436726,233918.128655,{55;38}_OptimizationIsoViewSW.png
2789,1.5,0.093996,12,0.22271,154535.620461,{55;39}_OptimizationIsoViewSW.png
2790,1,0.095656,7,0.213397,156201.187129,{55;40}_OptimizationIsoViewSW.png
2791,2,0.150799,14,0.388617,216169.47687,{55;41}_OptimizationIsoViewSW.png
2792,1.5,0.131921,11,0.336878,203128.173878,{55;42}_OptimizationIsoViewSW.png
2793,2.25,0.155385,14,0.383412,217722.62138,{55;43}_OptimizationIsoViewSW.png
2794,1.75,0.112677,11,0.247074,169118.89058,{55;44}_OptimizationIsoViewSW.png
2795,2,0.135494,12,0.325906,204750.20475,{55;45}_OptimizationIsoViewSW.png
2796,1.25,0.127054,9,0.297097,182049.881668,{55;46}_OptimizationIsoViewSW.png
2797,1.5,0.097766,9,0.224876,161030.595813,{55;47}_OptimizationIsoViewSW.png
2798,1.5,0.130767,9,0.316875,185288.123031,{55;48}_OptimizationIsoViewSW.png
2799,1.25,0.111158,9,0.259959,170765.027322,{55;49}_OptimizationIsoViewSW.png
2800,2,0.176654,16,0.450428,237247.924081,{56;0}_OptimizationIsoViewSW.png
